0.2	-3.263e-06
0.3	-3.18067e-06
0.4	-3.06655e-06
0.5	-2.92179e-06
0.6	-2.74785e-06
0.7	-2.54644e-06
0.8	-2.31959e-06
0.9	-2.06957e-06
1	-1.79886e-06
1.1	-1.51019e-06
1.2	-1.20642e-06
1.3	-8.90602e-07
1.4	-5.65883e-07
1.5	-2.3551e-07
1.6	9.72159e-08
1.7	4.28971e-07
1.8	7.56439e-07
1.9	1.07635e-06
2	1.38551e-06
2.1	1.68082e-06
2.2	1.95934e-06
2.3	2.21828e-06
2.4	2.45505e-06
2.5	2.6673e-06
2.6	2.8529e-06
2.7	3.00999e-06
2.8	3.137e-06
2.9	3.23268e-06
3	3.29605e-06
3.1	3.32649e-06
3.2	3.32369e-06
3.3	3.28768e-06
3.4	3.21883e-06
3.5	3.11781e-06
3.6	2.98564e-06
3.7	2.82364e-06
3.8	2.63342e-06
3.9	2.4169e-06
4	2.17622e-06
4.1	1.9138e-06
4.2	1.63226e-06
4.3	1.33441e-06
4.4	1.02322e-06
4.5	7.01817e-07
4.6	3.73397e-07
4.7	4.12464e-08
4.8	-2.91316e-07
4.9	-6.20968e-07
5	-9.44416e-07
5.1	-1.25843e-06
5.2	-1.55986e-06
5.3	-1.84572e-06
5.4	-2.11313e-06
5.5	-2.35942e-06
5.6	-2.58214e-06
5.7	-2.77907e-06
5.8	-2.94822e-06
5.9	-3.08792e-06
6	-3.19676e-06
6.1	-3.27366e-06
6.2	-3.31785e-06
6.3	-3.3289e-06
6.4	-3.30668e-06
6.5	-3.25142e-06
6.6	-3.16367e-06
6.7	-3.04432e-06
6.8	-2.89454e-06
6.9	-2.71585e-06
7	-2.51002e-06
7.1	-2.27911e-06
7.2	-2.02543e-06
7.3	-1.75151e-06
7.4	-1.46009e-06
7.5	-1.15408e-06
7.6	-8.36536e-07
7.7	-5.10638e-07
7.8	-1.79637e-07
7.9	1.53158e-07
8	4.84423e-07
8.1	8.10848e-07
8.2	1.12917e-06
8.3	1.43621e-06
8.4	1.7289e-06
8.5	2.00432e-06
8.6	2.25971e-06
8.7	2.49252e-06
8.8	2.70043e-06
8.9	2.88135e-06
9	3.03349e-06
9.1	3.15531e-06
9.2	3.24561e-06
9.3	3.30348e-06
9.4	3.32835e-06
9.5	3.31995e-06
9.6	3.27839e-06
9.7	3.20407e-06
