0.1	-0.00165751
0.2	-0.00163263
0.3	-0.00159143
0.4	-0.00153433
0.5	-0.00146191
0.6	-0.00137487
0.7	-0.0012741
0.8	-0.0011606
0.9	-0.0010355
1	-0.000900054
1.1	-0.000755616
1.2	-0.000603628
1.3	-0.000445609
1.4	-0.000283137
1.5	-0.000117836
1.6	4.86415e-05
1.7	0.000214633
1.8	0.000378481
1.9	0.000538547
2	0.000693231
2.1	0.00084099
2.2	0.000980345
2.3	0.0011099
2.4	0.00122838
2.5	0.00133457
2.6	0.00142743
2.7	0.00150603
2.8	0.00156959
2.9	0.00161745
3	0.00164916
3.1	0.00166439
3.2	0.00166299
3.3	0.00164498
3.4	0.00161052
3.5	0.00155998
3.6	0.00149385
3.7	0.00141279
3.8	0.00131762
3.9	0.00120928
4	0.00108886
4.1	0.000957561
4.2	0.000816693
4.3	0.000667665
4.4	0.000511965
4.5	0.000351151
4.6	0.000186827
4.7	2.06375e-05
4.8	-0.000145759
4.9	-0.000310699
5	-0.000472534
5.1	-0.000629648
5.2	-0.000780471
5.3	-0.000923495
5.4	-0.00105729
5.5	-0.00118053
5.6	-0.00129196
5.7	-0.00139049
5.8	-0.00147513
5.9	-0.00154502
6	-0.00159948
6.1	-0.00163796
6.2	-0.00166007
6.3	-0.0016656
6.4	-0.00165448
6.5	-0.00162683
6.6	-0.00158293
6.7	-0.00152321
6.8	-0.00144827
6.9	-0.00135886
7	-0.00125588
7.1	-0.00114034
7.2	-0.00101341
7.3	-0.000876358
7.4	-0.000730547
7.5	-0.000577437
7.6	-0.000418557
7.7	-0.000255495
7.8	-8.98807e-05
7.9	7.66319e-05
8	0.000242379
8.1	0.000405704
8.2	0.000564976
8.3	0.000718602
8.4	0.000865048
8.5	0.00100285
8.6	0.00113063
8.7	0.00124712
8.8	0.00135115
8.9	0.00144167
9	0.00151779
9.1	0.00157875
9.2	0.00162393
9.3	0.00165288
9.4	0.00166532
9.5	0.00166112
9.6	0.00164033
9.7	0.00160314
9.8	0.00154994
